"location","source","target"
"app/templates/partials/check/too-many-email-messages.html:5 app/templates/partials/check/too-many-messages-annual.html:15 app/templates/partials/check/too-many-sms-message-parts.html:5","Your service is in trial mode. To send more messages, <a href='{}'>request to go live</a>",""
"app/templates/partials/check/too-many-email-messages.html:7","To request a daily limit above {} emails, {}",""
"app/templates/partials/check/too-many-messages-annual.html:4","email messages",""
"app/templates/partials/check/too-many-messages-annual.html:7","billable units",""
"app/templates/partials/check/too-many-messages-annual.html:18","<strong>{}</strong> can only send <strong>{}</strong> more {} until annual limit resets",""
"app/templates/partials/check/too-many-messages-annual.html:20","To send some of these messages now, edit the spreadsheet to <strong>{}</strong> recipients maximum. ",""
"app/templates/partials/check/too-many-messages-annual.html:21","To send to recipients you removed, wait until <strong>April 1, {}</strong> or contact them some other way.",""
"app/templates/partials/check/too-many-messages-annual.html:24","{} cannot send any more {} until April 1, {}",""
"app/templates/partials/check/too-many-messages-annual.html:25","For more information, visit <a href={}>usage reports</a>.",""
"app/templates/partials/check/too-many-sms-message-parts.html:7","To request a daily limit above {} text messages, {}",""
"app/templates/partials/check/trying-to-send-letters-in-trial-mode.html:2","You cannot send",""
"app/templates/partials/check/trying-to-send-letters-in-trial-mode.html:6","In trial mode, you can only preview how your letters will look",""
"app/templates/partials/guidance/conditional-text.html:2","Filter content to a subset of recipients",""
"app/templates/partials/guidance/conditional-text.html:5","Some content may only apply to recipients who meet a condition, for example, recipients within a particular age range.  In the template, you’ll put double brackets around that content. After the opening set of brackets, enter the condition, followed by double question marks. Between the question marks and the closing brackets, show the content for recipients who meet the condition. For example:",""
"app/templates/partials/guidance/conditional-text.html:7","An example of the input for conditional text. Double brackets surround conditional text which is preceded by a variable with question marks ((under18??conditional text)).",""
"app/templates/partials/guidance/conditional-text.html:9 app/templates/partials/guidance/conditional-text.html:20 app/templates/partials/guidance/personalisation.html:10","Hello",""
"app/templates/partials/guidance/conditional-text.html:12 app/templates/partials/guidance/conditional-text.html:23","We’re happy to announce that you can now enroll in the program.",""
"app/templates/partials/guidance/conditional-text.html:15","under18",""
"app/templates/partials/guidance/conditional-text.html:15 app/templates/partials/guidance/conditional-text.html:26","Please get your application signed by a parent or guardian.",""
"app/templates/partials/guidance/conditional-text.html:18","A preview shows the conditional text for recipients under 18 years of age appearing in the message.",""
"app/templates/partials/guidance/conditional-text.html:31","In a message, you’ll need to insert ’yes’ for recipients who meet the condition, and “no” for those who do not. If there’s only 1 recipient, you can do this manually.<p></p>If there’s a spreadsheet, include a column for the condition, and enter ‘yes’ or ‘no’ for each recipient in the column.  Then GC Notify sends the content only to recipients who meet the condition.",""
"app/templates/partials/guidance/formatting-letters.html:3","To put a heading in your template, use a hash:",""
"app/templates/partials/guidance/formatting-letters.html:7","# This is a heading",""
"app/templates/partials/guidance/formatting-letters.html:11 app/templates/partials/guidance/formatting.html:77","To add bullet points, use asterisks (*) followed by a space. Bullet points help recipients identify important information quickly. For example:",""
"app/templates/partials/guidance/formatting-letters.html:15 app/templates/partials/guidance/formatting.html:82 app/templates/partials/guidance/formatting.html:89","point 1",""
"app/templates/partials/guidance/formatting-letters.html:16 app/templates/partials/guidance/formatting.html:83 app/templates/partials/guidance/formatting.html:90","point 2",""
"app/templates/partials/guidance/formatting-letters.html:17 app/templates/partials/guidance/formatting.html:84 app/templates/partials/guidance/formatting.html:91","point 3",""
"app/templates/partials/guidance/formatting-letters.html:21","To insert a page break, use three asterisks:",""
"app/templates/partials/guidance/formatting-letters.html:25","Content on page 1",""
"app/templates/partials/guidance/formatting-letters.html:29","Content on page 2",""
"app/templates/partials/guidance/formatting.html:1","Titles",""
"app/templates/partials/guidance/formatting.html:3","To add a title to your message, use the number sign (#) followed by a space. To add a subtitle, use two number signs (##) followed by a space. For example:",""
"app/templates/partials/guidance/formatting.html:6","An example of the input for titles. The text ‘This is a title’ is preceded by a number sign (#) and a space. The text ‘This is a subtitle’ is preceded by two number signs (##) and a space. The text on the next line simply says this is plain paragraph text.",""
"app/templates/partials/guidance/formatting.html:8 app/templates/partials/guidance/formatting.html:20","This is a title",""
"app/templates/partials/guidance/formatting.html:11 app/templates/partials/guidance/formatting.html:23","This is a subtitle",""
"app/templates/partials/guidance/formatting.html:14 app/templates/partials/guidance/formatting.html:26","This is plain paragraph text",""
"app/templates/partials/guidance/formatting.html:17","A preview shows the text ‘This is a title’ as a large bold heading and the text ‘This is a subtitle’ as a medium bold heading.",""
"app/templates/partials/guidance/formatting.html:31","Bold and italic",""
"app/templates/partials/guidance/formatting.html:33","To add bold, use two asterisks (**) on each side of your text. To add italic, use underscores (_) on each side of your text. For example:",""
"app/templates/partials/guidance/formatting.html:36","An example of the input for bold and italic. The text is ‘This is a paragraph with bold and italic’. The word ‘bold’ is surrounded by two asterisks (*), while the word ‘italic’ is surrounded by underscores (_).",""
